strategy,gene,median_IgAN,median_IgAVN,median_difference_IgAN_minus_IgAVN,raw_p,cliffs_delta_IgAN_vs_IgAVN,FDR_within_strategy,predefined_focus_gene
raw_log2,CAMP,1.0,2.321928094887362,-1.3219280948873622,0.5303030303030304,-0.2857142857142857,0.6384638463846386,False
raw_log2,JAK1,7.7615512324444795,10.127994320976393,-2.3664430885319137,0.030303030303030304,-0.7714285714285715,0.14622414622414623,False
raw_log2,FCGR2B,5.129283016944966,6.285402218862249,-1.1561192019172823,0.26767676767676774,-0.42857142857142855,0.37586021881633896,False
raw_log2,BST1,5.129283016944966,7.129283016944966,-2.0,0.10606060606060606,-0.6,0.23030303030303031,False
raw_log2,SPP1,13.816283698420207,14.42816385650311,-0.6118801580829025,0.26767676767676774,-0.42857142857142855,0.37586021881633896,False
raw_log2,CD45RB,4.392317422778761,5.044394119358453,-0.6520766965796927,0.3434343434343435,-0.37142857142857144,0.45791245791245794,False
raw_log2,MARCO,4.0,3.584962500721156,0.4150374992788439,0.7550505050505051,-0.14285714285714285,0.8256667393358041,False
raw_log2,IL22RA2,1.584962500721156,2.807354922057604,-1.222392421336448,0.005050505050505051,-0.9714285714285714,0.14329966329966332,False
raw_log2,SELL,6.066089190457772,5.285402218862249,0.7806869715955234,0.638888888888889,0.2,0.7329140461215933,False
raw_log2,CD3D,4.906890595608519,4.700439718141092,0.20645087746742696,1.0,0.02857142857142857,1.0,False
raw_log2,IL2RA,3.584962500721156,4.857980995127572,-1.2730184944064158,0.20202020202020204,-0.4857142857142857,0.3190345008526827,False
raw_log2,TRAF1,5.357552004618084,6.523561956057013,-1.1660099514389293,0.20202020202020204,-0.4857142857142857,0.3190345008526827,False
raw_log2,STAT3,9.457380879072534,11.208234358339789,-1.7508534792672545,0.148989898989899,-0.5428571428571428,0.27121514546664255,False
raw_log2,FOXP3,3.0,3.584962500721156,-0.5849625007211561,0.4318181818181819,-0.3142857142857143,0.546969696969697,False
raw_log2,TLR7,3.4594316186372973,3.807354922057604,-0.34792330342030686,0.8762626262626263,-0.11428571428571428,0.9169839531285314,False
raw_log2,ITGAM,5.087462841250339,6.20945336562895,-1.121990524378611,0.26767676767676774,-0.42857142857142855,0.37586021881633896,False
raw_log2,CR2,1.584962500721156,3.807354922057604,-2.222392421336448,0.148989898989899,-0.5714285714285714,0.27121514546664255,False
raw_log2,LY96,3.9068905956085187,5.0,-1.0931094043914813,0.10606060606060606,-0.6,0.23030303030303031,False
raw_log2,CCL23,1.584962500721156,3.700439718141092,-2.115477217419936,0.04797979797979798,-0.7142857142857143,0.1676535469638918,False
raw_log2,IL11RA,4.0,6.658211482751795,-2.6582114827517946,0.04797979797979798,-0.7142857142857143,0.1676535469638918,False
